# CFD data extracted (using Tecplot) by interpolating from original grid onto fixed set of points
# SA model
VARIABLES = "X","Y","u/Uref"
ZONE T="CFL3D, x=1.01"
 1.009999990E+00 1.466644462E-04 3.816942871E-01
 1.009999990E+00 1.524937543E-04 3.816661835E-01
 1.009999990E+00 1.584578567E-04 3.816401660E-01
 1.009999990E+00 1.645623270E-04 3.816169202E-01
 1.009999990E+00 1.708129566E-04 3.815965950E-01
 1.009999990E+00 1.772156829E-04 3.815794289E-01
 1.009999990E+00 1.837766031E-04 3.815651834E-01
 1.009999990E+00 1.905020035E-04 3.815540671E-01
 1.009999990E+00 1.973983599E-04 3.815468550E-01
 1.009999990E+00 2.044723224E-04 3.815438449E-01
 1.009999990E+00 2.117307595E-04 3.815452456E-01
 1.009999990E+00 2.191807289E-04 3.815504611E-01
 1.009999990E+00 2.268295357E-04 3.815609217E-01
 1.009999990E+00 2.346846741E-04 3.815768361E-01
 1.009999990E+00 2.427538711E-04 3.815982938E-01
 1.009999990E+00 2.510451304E-04 3.816255033E-01
 1.009999990E+00 2.595667029E-04 3.816595376E-01
 1.009999990E+00 2.683270432E-04 3.817007244E-01
 1.009999990E+00 2.773349406E-04 3.817488551E-01
 1.009999990E+00 2.865994466E-04 3.818057179E-01
 1.009999990E+00 2.961298742E-04 3.818703294E-01
 1.009999990E+00 3.059358860E-04 3.819445968E-01
 1.009999990E+00 3.160274064E-04 3.820284605E-01
 1.009999990E+00 3.264147381E-04 3.821229637E-01
 1.009999990E+00 3.371084458E-04 3.822279572E-01
 1.009999990E+00 3.481195308E-04 3.823449612E-01
 1.009999990E+00 3.594593145E-04 3.824746311E-01
 1.009999990E+00 3.711394675E-04 3.826178312E-01
 1.009999990E+00 3.831720969E-04 3.827754557E-01
 1.009999990E+00 3.955696302E-04 3.829481006E-01
 1.009999990E+00 4.083450476E-04 3.831370473E-01
 1.009999990E+00 4.215116205E-04 3.833430707E-01
 1.009999990E+00 4.350831150E-04 3.835677207E-01
 1.009999990E+00 4.490738502E-04 3.838111758E-01
 1.009999990E+00 4.634984653E-04 3.840747178E-01
 1.009999990E+00 4.783722106E-04 3.843604624E-01
 1.009999990E+00 4.937108024E-04 3.846693337E-01
 1.009999990E+00 5.095305387E-04 3.850014508E-01
 1.009999990E+00 5.258481833E-04 3.853596747E-01
 1.009999990E+00 5.426811404E-04 3.857452571E-01
 1.009999990E+00 5.600473960E-04 3.861590922E-01
 1.009999990E+00 5.779655767E-04 3.866024911E-01
 1.009999990E+00 5.964548327E-04 3.870770931E-01
 1.009999990E+00 6.155350711E-04 3.875851631E-01
 1.009999990E+00 6.352268392E-04 3.881276548E-01
 1.009999990E+00 6.555513828E-04 3.887057602E-01
 1.009999990E+00 6.765308208E-04 3.893230855E-01
 1.009999990E+00 6.981877377E-04 3.899792433E-01
 1.009999990E+00 7.205457659E-04 3.906768560E-01
 1.009999990E+00 7.436291780E-04 3.914183080E-01
 1.009999990E+00 7.674631779E-04 3.922041655E-01
 1.009999990E+00 7.920737844E-04 3.930377066E-01
