variables="x","cf"
zone, t="CFL3D"
 -8.236165643E-01 0.000000000E+00
 -8.086236715E-01 0.000000000E+00
 -7.939029336E-01 0.000000000E+00
 -7.794493437E-01 8.205858340E-25
 -7.652581334E-01 0.000000000E+00
 -7.513244748E-01 0.000000000E+00
 -7.376436591E-01 8.634535217E-25
 -7.242110968E-01 8.781942751E-25
 -7.110222578E-01 0.000000000E+00
 -6.980727911E-01 0.000000000E+00
 -6.853582263E-01 0.000000000E+00
 -6.728742719E-01 0.000000000E+00
 -6.606168747E-01 0.000000000E+00
 -6.485817432E-01 0.000000000E+00
 -6.367649436E-01 0.000000000E+00
 -6.251624227E-01 0.000000000E+00
 -6.137703061E-01 0.000000000E+00
 -6.025847793E-01 0.000000000E+00
 -5.916020870E-01 0.000000000E+00
 -5.808184743E-01 0.000000000E+00
 -5.702303052E-01 0.000000000E+00
 -5.598340631E-01 0.000000000E+00
 -5.496262908E-01 0.000000000E+00
 -5.396034718E-01 0.000000000E+00
 -5.297622681E-01 0.000000000E+00
 -5.200993419E-01 0.000000000E+00
 -5.106114745E-01 0.000000000E+00
 -5.012954473E-01 0.000000000E+00
 -4.921481311E-01 0.000000000E+00
 -4.831664860E-01 0.000000000E+00
 -4.743474126E-01 0.000000000E+00
 -4.656880200E-01 0.000000000E+00
 -4.571853280E-01 0.000000000E+00
 -4.488365352E-01 0.000000000E+00
 -4.406387806E-01 0.000000000E+00
 -4.325893521E-01 0.000000000E+00
 -4.246855080E-01 0.000000000E+00
 -4.169245660E-01 0.000000000E+00
 -4.093039930E-01 0.000000000E+00
 -4.018211365E-01 0.000000000E+00
 -3.944735229E-01 0.000000000E+00
 -3.872586787E-01 0.000000000E+00
 -3.801741898E-01 0.000000000E+00
 -3.732176125E-01 0.000000000E+00
 -3.663866818E-01 0.000000000E+00
 -3.596790433E-01 0.000000000E+00
 -3.530924618E-01 0.000000000E+00
 -3.466247022E-01 0.000000000E+00
 -3.402736187E-01 0.000000000E+00
 -3.340370655E-01 0.000000000E+00
 -3.279129267E-01 0.000000000E+00
 -3.218991458E-01 0.000000000E+00
 -3.159936965E-01 0.000000000E+00
 -3.101946115E-01 0.000000000E+00
 -3.044999242E-01 0.000000000E+00
 -2.989077270E-01 0.000000000E+00
 -2.934161127E-01 0.000000000E+00
 -2.880232632E-01 0.000000000E+00
 -2.827273309E-01 0.000000000E+00
 -2.775265872E-01 0.000000000E+00
 -2.724192142E-01 0.000000000E+00
 -2.674035430E-01 0.000000000E+00
 -2.624778748E-01 0.000000000E+00
 -2.576405406E-01 0.000000000E+00
 -2.528899014E-01 0.000000000E+00
 -2.482243925E-01 0.000000000E+00
 -2.436424345E-01 0.000000000E+00
 -2.391424626E-01 0.000000000E+00
 -2.347229719E-01 0.000000000E+00
 -2.303824872E-01 0.000000000E+00
 -2.261195332E-01 0.000000000E+00
 -2.219326943E-01 0.000000000E+00
 -2.178205401E-01 0.000000000E+00
 -2.137816995E-01 0.000000000E+00
 -2.098148018E-01 0.000000000E+00
 -2.059185207E-01 0.000000000E+00
 -2.020915598E-01 0.000000000E+00
 -1.983325928E-01 0.000000000E+00
 -1.946403831E-01 0.000000000E+00
 -1.910136938E-01 0.000000000E+00
 -1.874512732E-01 0.000000000E+00
 -1.839519590E-01 0.000000000E+00
 -1.805145442E-01 0.000000000E+00
 -1.771378815E-01 0.000000000E+00
 -1.738208532E-01 0.000000000E+00
 -1.705623120E-01 0.000000000E+00
 -1.673611701E-01 0.000000000E+00
 -1.642163694E-01 0.000000000E+00
 -1.611268222E-01 0.000000000E+00
 -1.580915153E-01 0.000000000E+00
 -1.551094055E-01 0.000000000E+00
 -1.521795094E-01 0.000000000E+00
 -1.493008286E-01 0.000000000E+00
 -1.464723945E-01 0.000000000E+00
 -1.436932534E-01 0.000000000E+00
 -1.409624815E-01 0.000000000E+00
 -1.382791400E-01 0.000000000E+00
 -1.356423497E-01 0.000000000E+00
 -1.330512166E-01 0.000000000E+00
 -1.305048466E-01 0.000000000E+00
 -1.280024052E-01 0.000000000E+00
 -1.255430430E-01 0.000000000E+00
 -1.231259406E-01 0.000000000E+00
