#
# From LES simulations of the flow over a wall-mounted hump
# Published in
#      Avdis A., Lardeau S. & Leschziner M.A. (2009) 
#           Large Eddy Simulation of Separated Flow over a Glauert-Goldschmied 
#           Wall-Mounted Hump with and without Control by Means of a Synthetic Jet
#           Flow, Turbulence And Combustion, 83, 343-370.
# (see also Greenblatt et al, AIAA Journal, vol.44, numb.2 pp.194-207)
# 
# Reference velocity: U_in
# Reference length: C 
# Re_C = U_in C/nu = 935,892
# 
# Other parameters:
#     Domain width z = 0.4 C
#     Hump height h = 0.13 C
#
# Boundary layer parameters upstream of the hump:
#     Momentum-thickness Reynolds number : Re_theta = 6771
#     Boundary-layer thickness : delta = 0.07 C  = 0.55 h
#     Displacement-thickness : delta^*  = 9.4 × 10−3 C = 0.073 h
#
# 
# Data: 
#    Resolution (nx,ny) = (207,23)
#    Domain extent from x = 0.625C to 1.583C
#
#    do i = 1,nx
#    do j = 1,ny
#       read(20,*) x(i,j),y(i,j),U(i,j),V(i,j),W(i,j)&
#                 ,uu(i,j),vv(i,j),ww(i,j)&
#                 ,uv(i,j),uw(i,j),vw(i,j)
#    enddo
#    read(20,*)
#    enddo
# 
#    x/C           y/C           U/U_in        V/U_in        W/U_in        uu/U_in^2     vv/U_in^2     ww/U_in^2     uv/U_in^2     uw/U_in^2     vw/U_in^2
     0.6761822     0.2305299     1.2166591    -0.0676125     0.0000177     0.0000370     0.0000430     0.0000143    -0.0000070    -0.0000003     0.0000003
     0.6772540     0.2409407     1.2138060    -0.0638153    -0.0000094     0.0000229     0.0000310     0.0000082    -0.0000036    -0.0000000    -0.0000001
     0.6781411     0.2518709     1.2108753    -0.0601117     0.0000004     0.0000184     0.0000249     0.0000052    -0.0000021     0.0000000    -0.0000000

     0.6371818     0.1198388     0.4046876    -0.0609837     0.0005291     0.0411142     0.0132418     0.0202651    -0.0065376     0.0001155     0.0001115
     0.6382834     0.1233598     0.9119020    -0.1186244     0.0003234     0.0176917     0.0053472     0.0071945    -0.0044205    -0.0000598     0.0000131
     0.6396915     0.1263658     1.0277481    -0.1260563     0.0001703     0.0097189     0.0034220     0.0048369    -0.0023616    -0.0000485     0.0000032
     0.6412765     0.1292362     1.0777676    -0.1270751     0.0003691     0.0059710     0.0026157     0.0038315    -0.0014560    -0.0000286    -0.0000085
     0.6430079     0.1321734     1.1010320    -0.1255760     0.0007391     0.0043650     0.0023005     0.0033225    -0.0010643    -0.0000256    -0.0000071
     0.6448910     0.1352790     1.1124907    -0.1230176     0.0008710     0.0036921     0.0022494     0.0030076    -0.0009215    -0.0000257    -0.0000022
     0.6469417     0.1386145     1.1185830    -0.1197350     0.0009479     0.0033934     0.0023036     0.0027913    -0.0008924    -0.0000231     0.0000029
     0.6491386     0.1422322     1.1235468    -0.1161921     0.0011171     0.0032416     0.0023387     0.0026485    -0.0008957    -0.0000192     0.0000025
     0.6514775     0.1461724     1.1291215    -0.1125242     0.0014182     0.0031404     0.0023296     0.0025056    -0.0009312    -0.0000065     0.0000105
     0.6539534     0.1504747     1.1354635    -0.1087549     0.0017200     0.0030402     0.0022468     0.0023328    -0.0009485     0.0000017     0.0000107
     0.6565439     0.1551816     1.1429828    -0.1049786     0.0016737     0.0028959     0.0021077     0.0021533    -0.0009539     0.0000216     0.0000088
     0.6592116     0.1603356     1.1518004    -0.1011739     0.0011138     0.0027234     0.0019017     0.0018898    -0.0009240     0.0000091     0.0000068
     0.6619058     0.1659764     1.1619351    -0.0974308     0.0004683     0.0024669     0.0016648     0.0015945    -0.0008565     0.0000084     0.0000098
     0.6645652     0.1721370     1.1733858    -0.0938340     0.0002330     0.0021252     0.0013803     0.0012567    -0.0007565     0.0000027     0.0000041
     0.6671249     0.1788408     1.1858506    -0.0902963     0.0000977     0.0017144     0.0010646     0.0009276    -0.0006254    -0.0000158     0.0000057
     0.6695254     0.1860989     1.1979495    -0.0867645     0.0000793     0.0012560     0.0007483     0.0005887    -0.0004670    -0.0000154     0.0000041
     0.6717206     0.1939109     1.2087766    -0.0832328    -0.0000465     0.0007902     0.0004688     0.0003368    -0.0003068    -0.0000042    -0.0000025
     0.6736839     0.2022680     1.2159659    -0.0795890    -0.0000657     0.0004127     0.0002612     0.0001614    -0.0001649    -0.0000010    -0.0000007
     0.6754080     0.2111573     1.2186487    -0.0757744     0.0000506     0.0001858     0.0001361     0.0000683    -0.0000704     0.0000002    -0.0000007
     0.6769011     0.2205669     1.2179788    -0.0718836    -0.0000205     0.0000762     0.0000719     0.0000305    -0.0000232     0.0000015    -0.0000014
     0.6781794     0.2304893     1.2158768    -0.0680297     0.0000174     0.0000369     0.0000436     0.0000145    -0.0000069    -0.0000003     0.0000003
     0.6792607     0.2409234     1.2130755    -0.0642435    -0.0000093     0.0000229     0.0000314     0.0000083    -0.0000036    -0.0000000    -0.0000001
     0.6801585     0.2518759     1.2101911    -0.0605478     0.0000004     0.0000184     0.0000252     0.0000053    -0.0000020     0.0000000    -0.0000000

     0.6390074     0.1194972     0.3747382    -0.0556406     0.0000412     0.0467853     0.0148144     0.0221363    -0.0071352    -0.0000394     0.0000339
     0.6401266     0.1230136     0.9005241    -0.1173600     0.0003334     0.0183767     0.0055712     0.0074756    -0.0046990    -0.0000496     0.0000004
     0.6415485     0.1260125     1.0212102    -0.1259849     0.0002039     0.0100315     0.0035265     0.0049426    -0.0024599    -0.0000575     0.0000095
     0.6431445     0.1288746     1.0733218    -0.1274529     0.0003342     0.0061234     0.0026745     0.0038992    -0.0015010    -0.0000396    -0.0000124
     0.6448845     0.1318042     1.0976118    -0.1261142     0.0007024     0.0044346     0.0023241     0.0033584    -0.0010854    -0.0000163    -0.0000089
     0.6467745     0.1349044     1.1095975    -0.1235469     0.0008290     0.0037294     0.0022636     0.0030268    -0.0009295    -0.0000227    -0.0000050
     0.6488311     0.1382377     1.1159047    -0.1202965     0.0009067     0.0034167     0.0023082     0.0028117    -0.0008974    -0.0000272     0.0000025
     0.6510342     0.1418573     1.1209087    -0.1167586     0.0011028     0.0032519     0.0023386     0.0026605    -0.0008993    -0.0000229     0.0000026
     0.6533796     0.1458044     1.1265521    -0.1130466     0.0013687     0.0031508     0.0023319     0.0025119    -0.0009322    -0.0000101     0.0000135
     0.6558627     0.1501188     1.1330759    -0.1092139     0.0016502     0.0030477     0.0022516     0.0023413    -0.0009496     0.0000022     0.0000111
     0.6584609     0.1548433     1.1407264    -0.1053797     0.0016760     0.0029018     0.0021170     0.0021622    -0.0009583     0.0000222     0.0000099
     0.6611362     0.1600198     1.1497608    -0.1015038     0.0011329     0.0027315     0.0019091     0.0018988    -0.0009294     0.0000104     0.0000074
     0.6638374     0.1656875     1.1600633    -0.0977366     0.0004797     0.0024749     0.0016700     0.0016026    -0.0008598     0.0000091     0.0000093
     0.6665025     0.1718784     1.1717030    -0.0941567     0.0002484     0.0021311     0.0013877     0.0012664    -0.0007595     0.0000032     0.0000050
     0.6690666     0.1786143     1.1843717    -0.0906050     0.0000963     0.0017211     0.0010704     0.0009339    -0.0006287    -0.0000157     0.0000058
     0.6714703     0.1859050     1.1966445    -0.0871111     0.0000739     0.0012608     0.0007542     0.0005926    -0.0004687    -0.0000153     0.0000047
     0.6736683     0.1937490     1.2076537    -0.0835790    -0.0000437     0.0007928     0.0004722     0.0003387    -0.0003086    -0.0000045    -0.0000026
     0.6756349     0.2021366     1.2149830    -0.0799463    -0.0000669     0.0004135     0.0002637     0.0001620    -0.0001655    -0.0000011    -0.0000004
     0.6773636     0.2110545     1.2177623    -0.0761504     0.0000511     0.0001859     0.0001373     0.0000687    -0.0000707     0.0000001    -0.0000007
     0.6788630     0.2204908     1.2171602    -0.0722750    -0.0000209     0.0000762     0.0000727     0.0000307    -0.0000231     0.0000015    -0.0000014
     0.6801494     0.2304380     1.2151136    -0.0684344     0.0000171     0.0000368     0.0000441     0.0000147    -0.0000069    -0.0000003     0.0000002
     0.6812402     0.2408956     1.2123619    -0.0646596    -0.0000092     0.0000228     0.0000318     0.0000085    -0.0000035    -0.0000000    -0.0000001
     0.6821489     0.2518702     1.2095218    -0.0609726     0.0000003     0.0000183     0.0000255     0.0000054    -0.0000019     0.0000000    -0.0000000

     0.6408151     0.1191499     0.3424806    -0.0511324    -0.0002560     0.0529094     0.0160396     0.0241412    -0.0074055     0.0001007     0.0000109
     0.6419530     0.1226602     0.8885496    -0.1164632     0.0002748     0.0192886     0.0058133     0.0077519    -0.0049358    -0.0000170     0.0000006
     0.6433889     0.1256498     1.0144626    -0.1259811     0.0001878     0.0103766     0.0036258     0.0050688    -0.0025680    -0.0000360     0.0000146
     0.6449952     0.1285018     1.0687044    -0.1278753     0.0004042     0.0063199     0.0027291     0.0039637    -0.0015525    -0.0000387    -0.0000117
     0.6467427     0.1314225     1.0940972    -0.1266654     0.0007679     0.0045127     0.0023538     0.0033926    -0.0011166    -0.0000249    -0.0000130
     0.6486380     0.1345166     1.1066107    -0.1240969     0.0008757     0.0037692     0.0022799     0.0030528    -0.0009450    -0.0000182    -0.0000048
     0.6506993     0.1378476     1.1132102    -0.1208662     0.0008922     0.0034395     0.0023161     0.0028329    -0.0008997    -0.0000288     0.0000019
     0.6529072     0.1414696     1.1182865    -0.1172817     0.0010896     0.0032642     0.0023433     0.0026725    -0.0009051    -0.0000257     0.0000063
     0.6552582     0.1454241     1.1239919    -0.1135066     0.0013274     0.0031633     0.0023373     0.0025193    -0.0009334    -0.0000142     0.0000153
     0.6577476     0.1497515     1.1306773    -0.1096328     0.0016083     0.0030578     0.0022602     0.0023523    -0.0009530     0.0000050     0.0000116
     0.6603526     0.1544942     1.1384677    -0.1057331     0.0016848     0.0029093     0.0021252     0.0021712    -0.0009620     0.0000214     0.0000119
     0.6630352     0.1596940     1.1477092    -0.1018203     0.0011462     0.0027361     0.0019160     0.0019076    -0.0009365     0.0000115     0.0000098
     0.6657428     0.1653891     1.1581994    -0.0980289     0.0004943     0.0024835     0.0016759     0.0016081    -0.0008649     0.0000091     0.0000074
     0.6684135     0.1716104     1.1700369    -0.0944267     0.0002543     0.0021386     0.0013950     0.0012759    -0.0007619     0.0000032     0.0000052
     0.6709818     0.1783784     1.1829107    -0.0908771     0.0000952     0.0017282     0.0010762     0.0009405    -0.0006319    -0.0000160     0.0000059
     0.6733887     0.1857017     1.1953555    -0.0874187     0.0000695     0.0012659     0.0007600     0.0005962    -0.0004710    -0.0000150     0.0000053
     0.6755897     0.1935774     1.2065432    -0.0839080    -0.0000405     0.0007962     0.0004758     0.0003408    -0.0003105    -0.0000047    -0.0000025
     0.6775600     0.2019951     1.2140150    -0.0802893    -0.0000679     0.0004147     0.0002663     0.0001628    -0.0001663    -0.0000013    -0.0000001
     0.6792936     0.2109414     1.2168948    -0.0765131     0.0000509     0.0001860     0.0001387     0.0000692    -0.0000709    -0.0000000    -0.0000008
     0.6807995     0.2204041     1.2163606    -0.0726546    -0.0000212     0.0000763     0.0000736     0.0000311    -0.0000232     0.0000015    -0.0000014
     0.6820942     0.2303762     1.2143682    -0.0688279     0.0000169     0.0000367     0.0000447     0.0000149    -0.0000068    -0.0000003     0.0000002
     0.6831946     0.2408572     1.2116641    -0.0650648    -0.0000091     0.0000228     0.0000323     0.0000086    -0.0000034    -0.0000000    -0.0000001
     0.6841142     0.2518541     1.2088665    -0.0613869     0.0000002     0.0000183     0.0000259     0.0000055    -0.0000018     0.0000000    -0.0000000

     0.6426076     0.1187958     0.3091539    -0.0463471    -0.0000266     0.0584289     0.0177125     0.0265155    -0.0077040    -0.0001237     0.0000527
     0.6437658     0.1222976     0.8754779    -0.1159757     0.0002496     0.0203901     0.0061053     0.0081362    -0.0051995     0.0000131     0.0000161
     0.6452159     0.1252759     1.0074262    -0.1260115     0.0001827     0.0107707     0.0037716     0.0052109    -0.0026745    -0.0000202     0.0000024
     0.6468314     0.1281161     1.0639288    -0.1282871     0.0003448     0.0065406     0.0028213     0.0040279    -0.0016181    -0.0000301    -0.0000120
     0.6485847     0.1310268     1.0904525    -0.1273139     0.0007630     0.0046084     0.0024092     0.0034382    -0.0011521    -0.0000370    -0.0000110
     0.6504835     0.1341144     1.1034808    -0.1247545     0.0009023     0.0038104     0.0023067     0.0030841    -0.0009619    -0.0000190    -0.0000016
     0.6525480     0.1374434     1.1104605    -0.1214465     0.0009310     0.0034624     0.0023230     0.0028480    -0.0009027    -0.0000263     0.0000038
     0.6547596     0.1410683     1.1156594    -0.1177496     0.0010821     0.0032801     0.0023530     0.0026861    -0.0009091    -0.0000264     0.0000110
     0.6571150     0.1450311     1.1214673    -0.1138980     0.0013044     0.0031758     0.0023450     0.0025303    -0.0009359    -0.0000153     0.0000148
     0.6596100     0.1493724     1.1282830    -0.1099939     0.0016033     0.0030693     0.0022730     0.0023636    -0.0009577     0.0000077     0.0000121
     0.6622213     0.1541342     1.1362286    -0.1060293     0.0017049     0.0029180     0.0021341     0.0021786    -0.0009642     0.0000198     0.0000126
     0.6649104     0.1593580     1.1456468    -0.1021164     0.0011532     0.0027395     0.0019254     0.0019170    -0.0009420     0.0000113     0.0000112
     0.6676242     0.1650809     1.1563420    -0.0983036     0.0005083     0.0024925     0.0016846     0.0016146    -0.0008701     0.0000095     0.0000060
     0.6703000     0.1713329     1.1683863    -0.0946475     0.0002543     0.0021478     0.0014037     0.0012837    -0.0007648     0.0000036     0.0000053
     0.6728725     0.1781330     1.1814580    -0.0911188     0.0000923     0.0017354     0.0010832     0.0009470    -0.0006351    -0.0000166     0.0000058
     0.6752828     0.1854885     1.1940849    -0.0876839     0.0000695     0.0012711     0.0007656     0.0005997    -0.0004742    -0.0000146     0.0000056
     0.6774871     0.1933957     1.2054406    -0.0842166    -0.0000380     0.0008001     0.0004799     0.0003430    -0.0003126    -0.0000046    -0.0000023
     0.6794612     0.2018434     1.2130570    -0.0806180    -0.0000683     0.0004162     0.0002688     0.0001642    -0.0001673    -0.0000016    -0.0000002
     0.6812000     0.2108178     1.2160414    -0.0768618     0.0000503     0.0001862     0.0001402     0.0000696    -0.0000711    -0.0000001    -0.0000009
     0.6827128     0.2203069     1.2155764    -0.0730222    -0.0000216     0.0000763     0.0000745     0.0000314    -0.0000232     0.0000015    -0.0000014
     0.6840159     0.2303036     1.2136379    -0.0692105     0.0000168     0.0000367     0.0000453     0.0000151    -0.0000068    -0.0000003     0.0000002
     0.6851262     0.2408081     1.2109803    -0.0654597    -0.0000091     0.0000228     0.0000328     0.0000087    -0.0000033    -0.0000000    -0.0000001
     0.6860566     0.2518273     1.2082241    -0.0617915     0.0000002     0.0000183     0.0000262     0.0000056    -0.0000017     0.0000000    -0.0000000

     0.6443870     0.1184326     0.2741899    -0.0428144     0.0009461     0.0633660     0.0191604     0.0287876    -0.0077955    -0.0000241     0.0001075
     0.6455685     0.1219231     0.8611680    -0.1154271     0.0003597     0.0217232     0.0065046     0.0085730    -0.0055616     0.0000327     0.0000032
     0.6470324     0.1248881     0.9996158    -0.1262198     0.0002510     0.0112745     0.0039724     0.0053816    -0.0028250    -0.0000306    -0.0000016
     0.6486555     0.1277150     1.0588959    -0.1288498     0.0001998     0.0067710     0.0029496     0.0041140    -0.0016998    -0.0000257    -0.0000044
     0.6504128     0.1306152     1.0866328    -0.1280932     0.0007510     0.0047290     0.0024712     0.0034823    -0.0011869    -0.0000356    -0.0000034
     0.6523135     0.1336964     1.1002006    -0.1254882     0.0008987     0.0038655     0.0023263     0.0031236    -0.0009767    -0.0000206     0.0000016
     0.6543793     0.1370238     1.1075970    -0.1220238     0.0009725     0.0034929     0.0023298     0.0028620    -0.0009057    -0.0000240     0.0000095
     0.6565934     0.1406525     1.1129842    -0.1181766     0.0010617     0.0033006     0.0023670     0.0027020    -0.0009110    -0.0000247     0.0000143
     0.6589523     0.1446247     1.1189680    -0.1142355     0.0013005     0.0031885     0.0023542     0.0025460    -0.0009389    -0.0000135     0.0000116
     0.6614520     0.1489809     1.1258978    -0.1102893     0.0016405     0.0030813     0.0022887     0.0023748    -0.0009614     0.0000092     0.0000130
     0.6640691     0.1537629     1.1340129    -0.1062757     0.0017403     0.0029271     0.0021441     0.0021869    -0.0009655     0.0000179     0.0000120
     0.6667641     0.1590113     1.1435827    -0.1023715     0.0011561     0.0027445     0.0019377     0.0019271    -0.0009454     0.0000102     0.0000106
     0.6694837     0.1647626     1.1544922    -0.0985468     0.0005221     0.0025011     0.0016958     0.0016233    -0.0008750     0.0000099     0.0000051
     0.6721646     0.1710454     1.1667430    -0.0948395     0.0002565     0.0021580     0.0014142     0.0012901    -0.0007684     0.0000046     0.0000051
     0.6747411     0.1778777     1.1800051    -0.0913410     0.0000867     0.0017429     0.0010917     0.0009533    -0.0006388    -0.0000169     0.0000058
     0.6771548     0.1852654     1.1928313    -0.0879184     0.0000747     0.0012768     0.0007718     0.0006042    -0.0004780    -0.0000146     0.0000057
     0.6793627     0.1932038     1.2043474    -0.0845040    -0.0000373     0.0008043     0.0004844     0.0003450    -0.0003147    -0.0000046    -0.0000018
     0.6813410     0.2016812     1.2121109    -0.0809332    -0.0000678     0.0004182     0.0002714     0.0001658    -0.0001686    -0.0000017    -0.0000006
     0.6830853     0.2106835     1.2152028    -0.0771987     0.0000496     0.0001865     0.0001418     0.0000702    -0.0000714    -0.0000000    -0.0000010
     0.6846052     0.2201988     1.2148083    -0.0733792    -0.0000221     0.0000764     0.0000755     0.0000318    -0.0000234     0.0000015    -0.0000014
     0.6859170     0.2302203     1.2129227    -0.0695835     0.0000168     0.0000366     0.0000460     0.0000154    -0.0000067    -0.0000003     0.0000002
     0.6870373     0.2407482     1.2103102    -0.0658453    -0.0000090     0.0000228     0.0000332     0.0000089    -0.0000033    -0.0000000    -0.0000001
     0.6879787     0.2517898     1.2075941    -0.0621875     0.0000001     0.0000183     0.0000266     0.0000057    -0.0000017     0.0000000    -0.0000000

     0.6461560     0.1180556     0.2376146    -0.0380047     0.0007971     0.0671381     0.0206209     0.0312370    -0.0079131    -0.0001817    -0.0000839
     0.6473641     0.1215330     0.8447063    -0.1151677     0.0003911     0.0234504     0.0068969     0.0090713    -0.0060224    -0.0000089     0.0000199
     0.6488413     0.1244830     0.9909461    -0.1267783     0.0001253     0.0119072     0.0042015     0.0055971    -0.0030420    -0.0000452     0.0000153
     0.6504703     0.1272959     1.0534079    -0.1296262     0.0001820     0.0070570     0.0030618     0.0042114    -0.0017953    -0.0000350     0.0000041
     0.6522294     0.1301855     1.0826159    -0.1288581     0.0007659     0.0048737     0.0025170     0.0035388    -0.0012267    -0.0000385     0.0000024
     0.6541300     0.1332608     1.0968460    -0.1261591     0.0009189     0.0039355     0.0023401     0.0031658    -0.0009949    -0.0000221     0.0000030
     0.6561958     0.1365877     1.1045869    -0.1225990     0.0009677     0.0035263     0.0023445     0.0028833    -0.0009157    -0.0000238     0.0000131
     0.6584111     0.1402213     1.1102409    -0.1185948     0.0010324     0.0033258     0.0023820     0.0027203    -0.0009148    -0.0000225     0.0000147
     0.6607726     0.1442043     1.1164451    -0.1145557     0.0013051     0.0032017     0.0023666     0.0025638    -0.0009421    -0.0000106     0.0000093
     0.6632762     0.1485766     1.1235170    -0.1105327     0.0016970     0.0030941     0.0023040     0.0023892    -0.0009642     0.0000092     0.0000132
     0.6658983     0.1533797     1.1318148    -0.1064824     0.0017713     0.0029360     0.0021548     0.0021998    -0.0009666     0.0000177     0.0000112
     0.6685989     0.1586536     1.1415307    -0.1025730     0.0011779     0.0027524     0.0019520     0.0019394    -0.0009475     0.0000099     0.0000092
     0.6713240     0.1644337     1.1526542    -0.0987451     0.0005403     0.0025091     0.0017085     0.0016346    -0.0008800     0.0000100     0.0000049
     0.6740097     0.1707477     1.1651004    -0.0950167     0.0002645     0.0021679     0.0014263     0.0012961    -0.0007725     0.0000050     0.0000045
     0.6765903     0.1776121     1.1785470    -0.0915530     0.0000817     0.0017509     0.0011014     0.0009595    -0.0006432    -0.0000166     0.0000062
     0.6790076     0.1850318     1.1915874    -0.0881354     0.0000848     0.0012834     0.0007789     0.0006100    -0.0004817    -0.0000149     0.0000056
     0.6812192     0.1930013     1.2032633    -0.0847697    -0.0000385     0.0008085     0.0004893     0.0003476    -0.0003168    -0.0000049    -0.0000014
     0.6832021     0.2015082     1.2111764    -0.0812344    -0.0000670     0.0004205     0.0002742     0.0001676    -0.0001699    -0.0000017    -0.0000010
     0.6849523     0.2105384     1.2143779    -0.0775250     0.0000490     0.0001869     0.0001435     0.0000708    -0.0000717     0.0000000    -0.0000011
     0.6864796     0.2200798     1.2140553    -0.0737262    -0.0000222     0.0000765     0.0000764     0.0000322    -0.0000235     0.0000015    -0.0000014
     0.6878003     0.2301260     1.2122218    -0.0699474     0.0000169     0.0000366     0.0000466     0.0000156    -0.0000067    -0.0000003     0.0000002
     0.6889307     0.2406775     1.2096528    -0.0662225    -0.0000089     0.0000228     0.0000337     0.0000091    -0.0000032    -0.0000000    -0.0000001
     0.6898832     0.2517416     1.2069754    -0.0625757     0.0000001     0.0000183     0.0000270     0.0000058    -0.0000016     0.0000000    -0.0000000

     0.6479166     0.1176613     0.1995465    -0.0342174     0.0002260     0.0693904     0.0223126     0.0333887    -0.0077303    -0.0001316    -0.0000778
     0.6491551     0.1211230     0.8255015    -0.1153895     0.0003397     0.0258695     0.0073131     0.0096844    -0.0065629    -0.0000578    -0.0000032
     0.6506452     0.1240570     0.9810443    -0.1276946     0.0000476     0.0127275     0.0044273     0.0058288    -0.0033003    -0.0000722     0.0000066
     0.6522780     0.1268558     1.0472611    -0.1305669     0.0001995     0.0074089     0.0031736     0.0043299    -0.0019129    -0.0000413    -0.0000009
     0.6540370     0.1297353     1.0782491    -0.1296203     0.0006434     0.0050331     0.0025825     0.0036091    -0.0012729    -0.0000333    -0.0000060
     0.6559358     0.1328058     1.0933997    -0.1267799     0.0008676     0.0040075     0.0023761     0.0032120    -0.0010188    -0.0000201    -0.0000000
     0.6579998     0.1361336     1.1014720    -0.1231567     0.0009365     0.0035591     0.0023685     0.0029128    -0.0009336    -0.0000248     0.0000090
     0.6602153     0.1397737     1.1074179    -0.1190298     0.0010342     0.0033527     0.0023977     0.0027392    -0.0009225    -0.0000217     0.0000120
     0.6625784     0.1437688     1.1138500    -0.1148766     0.0012973     0.0032139     0.0023810     0.0025847    -0.0009457    -0.0000086     0.0000079
     0.6650853     0.1481586     1.1211301    -0.1107465     0.0017321     0.0031062     0.0023178     0.0024039    -0.0009668     0.0000067     0.0000105
     0.6677120     0.1529840     1.1296215    -0.1066546     0.0017856     0.0029464     0.0021668     0.0022146    -0.0009672     0.0000185     0.0000101
     0.6704178     0.1582843     1.1394991    -0.1027247     0.0012239     0.0027632     0.0019675     0.0019541    -0.0009492     0.0000112     0.0000082
     0.6731480     0.1640939     1.1508221    -0.0989023     0.0005561     0.0025169     0.0017231     0.0016487    -0.0008843     0.0000096     0.0000056
     0.6758383     0.1704393     1.1634553    -0.0951867     0.0002768     0.0021765     0.0014390     0.0013032    -0.0007771     0.0000042     0.0000042
     0.6784229     0.1773359     1.1770845    -0.0917570     0.0000826     0.0017593     0.0011117     0.0009660    -0.0006481    -0.0000153     0.0000064
